design_id,r,l,e,ROM,QRR,omega,width_r,thickness_r,width_l,thickness_l,d_shaft_A,pin_diameter_B,pin_diameter_C,mass_crank,mass_rod,mass_slider,utilization,utilization_max,check_static_passed,n_static_rod,n_static_rod_min,check_static_sf_rod_passed,n_static_crank,n_static_crank_min,check_static_sf_crank_passed,n_static_pin,n_static_pin_min,check_static_sf_pin_passed,n_shaft,n_shaft_min,check_shaft_passed,n_buck,n_buck_min,P_cr,N_max_comp,check_buckling_passed,n_rod,S_n_prime_rod,sigma_a_eq_rod,sigma_m_eq_rod,n_f_rod,n_y_rod,N_f_rod,t_f_rod,n_fatigue_rod_min,check_fatigue_rod_passed,n_crank,S_n_prime_crank,sigma_a_eq_crank,sigma_m_eq_crank,n_f_crank,n_y_crank,N_f_crank,t_f_crank,n_fatigue_crank_min,check_fatigue_crank_passed,n_pin,S_n_prime_pin,sigma_a_eq_pin,sigma_m_eq_pin,n_f_pin,n_y_pin,N_f_pin,t_f_pin,n_fatigue_pin_min,check_fatigue_pin_passed,D_rod,D_miner_rod_max,check_miner_rod_passed,D_crank,D_miner_crank_max,check_miner_crank_passed,D_pin,D_miner_pin_max,check_miner_pin_passed,sigma_max,tau_max,theta_sigma_max,theta_tau_max,pass_fail,total_mass,volume_envelope,tau_A_max,E_rev,F_A_max,F_B_max,F_C_max
36,0.109,0.171,0.057,0.24974420531493807,1.8819842036238517,3.1415926535897927,0.01,0.018,0.005,0.02,0.0039,0.001,0.0034,0.05513250553639722,0.047601128188165684,0.02173519632605058,2.90109500838849,1.0,False,191.81408096501295,1.0,True,228.65583903251095,1.0,True,0.34469743221387406,1.0,False,5.115544188890668,2.0,True,1491.0226991863674,3.0,5140.243163990858,3.4474613745289227,True,55.806370940866046,94193108.43900025,1381546.0539683856,1570684.1335749822,55.806370940866046,116.8608062662905,7.11872764585013e+32,1.423745529170026e+33,1.0,True,79.41646124647059,91196703.76639783,960047.8816085994,997214.6471884256,79.41646124647059,176.2665942478571,4.902915294336332e+34,9.805830588672665e+34,1.0,True,0.16270867103642786,94802400.0,480168478.69372874,522129684.2499515,0.16270867103642786,0.344208951742223,2020.9795163186811,4041.9590326373623,1.0,False,2.6296834113203986e-26,1.0,True,3.8181365322840997e-28,1.0,True,9262.835099931863,1.0,False,1000877777.8940291,30787015.02559294,2.0943951023931953,0.7853981633974483,0,0.12446883005061349,0.00325674547611258,0.35522027495916175,0.636963280619749,9.453366335918291,9.82609460679112,6.417128282210368
39,0.109,0.171,0.057,0.24974420531493807,1.8819842036238517,3.1415926535897927,0.011,0.011,0.019,0.016,0.0042,0.0022,0.0014,0.03720192314319112,0.14579918132990616,0.0221544104497456,0.48961582721517466,1.0,True,1080.9897536584676,1.0,True,146.36672949226931,1.0,True,2.042417635246345,1.0,True,5.81636526401584,2.0,True,40395.00658430594,3.0,160013.71359776982,3.961225090131252,True,366.1812766979225,88605581.89833546,194964.6879872079,256242.17330891508,366.1812766979225,764.6160322317874,5.506604209794026e+42,1.1013208419588052e+43,1.0,True,48.83231806534048,93210735.26508723,1589296.340818612,1655564.4074259328,48.83231806534048,106.3219739665696,1.3962594855888532e+32,2.7925189711777065e+32,1.0,True,0.9279658473454268,94802400.0,84097658.57200143,92031892.68510532,0.9279658473454268,1.958785436842356,1268672756009.6335,2537345512019.267,1.0,False,3.3995542964037035e-36,1.0,True,1.3407250008478974e-25,1.0,True,1.4755578151516521e-05,1.0,True,168917460.38923526,28780479.72300169,2.0943951023931953,0.7853981633974483,0,0.2051555149228429,0.0024854110212438113,0.4145410220697552,0.6940869026397188,10.14210260836093,10.388079807872707,6.955115579513682
43,0.122,0.143,0.015,0.24987819264975997,1.6151349431185793,3.1415926535897927,0.011,0.011,0.009,0.017,0.0048,0.0013,0.0031,0.04147036682255855,0.06133993553561556,0.021820349194926134,0.6553578660336665,1.0,True,1052.0409510575923,1.0,True,142.12140876494746,1.0,True,1.525883874793728,1.0,True,9.550075663631889,2.0,True,9496.56625177516,3.0,36436.80186786396,3.8368396430712997,True,443.9653502740427,92015523.32760197,161686.54827648684,239211.56537595423,443.9653502740427,860.5677808179911,4.853155464257732e+43,9.706310928515463e+43,1.0,True,48.40898755784425,93210735.26508723,1597468.2104641725,1699714.8285739012,48.40898755784425,104.6347733550913,1.315427214398489e+32,2.630854428796978e+32,1.0,True,0.7562524662488812,94802400.0,100117328.39133872,128597064.89654392,0.7562524662488812,1.5084315203798686,167040705684.83557,334081411369.67114,1.0,False,3.857284222165988e-37,1.0,True,1.4231118069546837e-25,1.0,True,0.0001120684920675563,1.0,True,226098463.78161496,19830818.591167305,2.356194490192345,0.7853981633974483,0,0.12463065155310024,0.0028545477937042926,0.4262485586856907,0.7877540709506723,5.51946886386262,5.737314236584403,4.473438381440209
47,0.122,0.143,0.015,0.24987819264975997,1.6151349431185793,3.1415926535897927,0.011,0.017,0.009,0.018,0.003,0.0033,0.0013,0.06432220362684897,0.06494289734286718,0.022166200846974522,0.41865056577593535,1.0,True,1003.7174818880625,1.0,True,212.4339448216932,1.0,True,2.702152382446019,1.0,True,2.2582202090076846,2.0,True,10006.557247172563,3.0,38580.14315420889,3.8554861778370415,True,407.26081062832424,91726707.16807437,175080.49780597602,264060.98187425965,407.26081062832424,785.6238045452105,1.9236169118996397e+43,3.8472338237992794e+43,1.0,True,77.96665401729035,91005542.05691625,971135.3915555704,1040782.1646896219,77.96665401729035,171.47819945657596,4.290099066701265e+34,8.58019813340253e+34,1.0,True,0.8371764268621325,94802400.0,93826600.76467235,98910831.35428011,0.8371764268621325,1.7899999818772885,355250543840.5635,710501087681.127,1.0,False,9.731667404355131e-37,1.0,True,4.363535598816404e-28,1.0,True,5.269520434119741e-05,1.0,True,127675997.19439289,83338674.87618656,2.356194490192345,0.7853981633974483,0,0.15143130181669068,0.003483515951639137,0.4389371202740965,0.7907868483831273,5.422553908394565,5.751078834049806,4.490245184500254
52,0.111,0.204,0.074,0.24985519642835008,1.5556270607962555,3.1415926535897927,0.019,0.015,0.006,0.002,0.0063,0.0021,0.0039,0.089828636339457,0.00681984311346983,0.021575807622770702,3.7662738474644923,1.0,False,22.94777931637266,1.0,True,748.215550758583,1.0,True,9.605032561916362,1.0,True,28.170402134162256,2.0,True,21.89199344074652,3.0,69.34525968085661,3.167608279645635,True,0.14160342956032984,94802400.0,515841289.09973365,782822150.8276832,0.14160342956032984,0.26565774425688177,878.3607246668804,1756.7214493337608,1.0,False,300.37772906879525,88920656.79248843,240101.87710828808,303787.93057033175,300.37772906879525,634.3196638901859,4.889457206197974e+41,9.778914412395948e+41,1.0,True,5.106420214821103,94802400.0,13878299.594670167,23879542.262405884,5.106420214821103,9.137174770367468,1.5906625451851577e+21,3.1813250903703154e+21,1.0,True,21312.428338709688,1.0,False,3.828645841560931e-35,1.0,True,1.1768680954149793e-14,1.0,True,35918670.52777246,749733303.4455192,2.356194490192345,2.356194490192345,0,0.11822428707569752,0.0024657094237563975,0.32010987246772254,0.6910282829703258,4.035875131371824,4.354284171337809,3.7774015466089605
55,0.111,0.204,0.074,0.24985519642835008,1.5556270607962555,3.1415926535897927,0.007,0.003,0.013,0.014,0.0053,0.0012,0.0035,0.006476486983238844,0.10398637423464901,0.02170506531091,3.55506841832314,1.0,False,998.1801942427497,1.0,True,18.798419739949484,1.0,True,1.826207619227244,1.0,True,15.43929087469095,2.0,True,12067.1483996954,3.0,44435.86452632891,3.6823831989544904,True,417.0763913494523,91141296.62964165,159228.81155219916,314233.91400877055,417.0763913494523,728.6740462857682,5.799302807703887e+43,1.1598605615407774e+44,1.0,True,0.13411198877075137,94802400.0,580142728.1351992,645752078.0495908,0.13411198877075137,0.2814270835143705,224.09471191100042,448.18942382200083,1.0,False,1.102149008303897,94802400.0,60585596.49898057,129562789.27985969,1.102149008303897,1.8143724890794823,57455599652440.83,114911199304881.66,1.0,True,3.227974227372996e-37,1.0,True,83536.1077482037,1.0,False,3.2581680659919343e-07,1.0,True,188916088.383196,707689694.6934959,2.356194490192345,0.7853981633974483,0,0.13216792652879786,0.0018966995567356907,0.3520590364336115,0.7547496127247326,4.555640553738707,4.578408478873814,4.089992969098105
58,0.111,0.204,0.074,0.24985519642835008,1.5556270607962555,3.1415926535897927,0.02,0.002,0.011,0.015,0.0042,0.0017,0.001,0.012581589312922305,0.09406664320772079,0.022196331862115105,0.5474393443381363,1.0,True,830.6705354859276,1.0,True,76.55528551938583,1.0,True,1.8266863906338653,1.0,True,7.763391492232655,2.0,True,7939.556490076342,3.0,28843.293948506293,3.632859591660762,True,373.2088665413619,91634183.0299117,179642.2120694772,347294.77944289387,373.2088665413619,654.7272360018027,1.4263550351852338e+43,2.8527100703704676e+43,1.0,True,13.228042520754444,94802400.0,5819926.939186768,6861930.197703781,13.228042520754444,27.204217511362863,3.8919557089492905e+25,7.783911417898581e+25,1.0,True,0.9539329759075375,94802400.0,76384020.46081267,117162982.85086448,0.9539329759075375,1.7825127441752817,3883110408949.651,7766220817899.302,1.0,False,1.3124362124587673e-36,1.0,True,4.809921129614763e-19,1.0,True,4.82087760287599e-06,1.0,True,188866573.79665703,24163247.872004695,2.356194490192345,0.7853981633974483,0,0.1288445643827582,0.0018966995567356911,0.34814443666060285,0.7489045719811318,4.513538841073928,4.558084497181369,4.061694890430624
59,0.111,0.204,0.074,0.24985519642835008,1.5556270607962555,3.1415926535897927,0.011,0.004,0.019,0.016,0.0074,0.0022,0.0019,0.013644131796412015,0.17384177938789808,0.02208235802223552,1.6254199884666114,1.0,False,1903.1535014625179,1.0,True,53.30971067110759,1.0,True,9.465869046821133,1.0,True,36.89483510354434,2.0,True,27732.35856288316,3.0,112431.78102922886,4.054173061922939,True,770.7628532294226,88605581.89833546,81565.692736962,182027.19931426123,770.7628532294226,1308.8365066117078,1.3849911636363316e+47,2.7699823272726632e+47,1.0,True,0.28335381087627226,94802400.0,279406110.1154759,281062277.2717577,0.28335381087627226,0.6155565733302203,1096362.8890450033,2192725.7780900067,1.0,False,5.685801551292672,94802400.0,11563735.720464159,26033434.8420117,5.685801551292672,9.176222434789544,1.3272456795657622e+22,2.6544913591315244e+22,1.0,True,1.3516331722182353e-40,1.0,True,17.07463850432426,1.0,False,1.4104397014217188e-15,1.0,True,36446732.81380956,323564230.004106,2.356194490192345,0.7853981633974483,0,0.20956826920654562,0.00208636951240926,0.4010090638252273,0.8009416787876579,4.722426186045925,4.762517153171565,4.3168030306023235
60,0.111,0.204,0.074,0.24985519642835008,1.5556270607962555,3.1415926535897927,0.02,0.002,0.018,0.012,0.0072,0.0039,0.0033,0.01266756513548176,0.1239758049607225,0.021764453978433462,1.889156393464514,1.0,False,1436.416200675027,1.0,True,82.32154251325476,1.0,True,72.33738320971355,1.0,True,37.05457054244249,2.0,True,11861.15448560254,3.0,44935.72827319508,3.788478459473701,True,642.2137334841049,90286781.72193095,101503.01970527625,209083.4510938998,642.2137334841049,1110.8017651647021,1.0892510982667148e+46,2.1785021965334295e+46,1.0,True,0.24633908562119114,94802400.0,319754521.7752051,331624186.85252345,0.24633908562119114,0.5296458042462239,228445.33022643233,456890.66045286466,1.0,False,17.022745489303645,94802400.0,4454968.439364523,5676593.786286281,17.022745489303645,34.05200425325709,8.706684057076028e+26,1.7413368114152057e+27,1.0,True,1.7186119922016556e-39,1.0,True,81.94520755335623,1.0,False,2.1500722751948288e-20,1.0,True,4769318.223743446,376064917.46501344,2.356194490192345,0.7853981633974483,0,0.15840782407463772,0.0018966995567356907,0.3676317682144853,0.7679129546519546,4.587164832756499,4.62912348406985,4.154589733879376
68,0.118,0.168,0.037,0.2499662009661197,1.576917233047818,3.1415926535897927,0.006,0.014,0.018,0.019,0.0038,0.0032,0.001,0.027618269249900504,0.16125798762366506,0.022196331862115105,0.853432965659194,1.0,True,2207.98662301054,1.0,True,51.02096905031186,1.0,True,1.171738191795295,1.0,True,4.462375918987814,2.0,True,56477.21383648318,3.0,236041.53438913974,4.1794118079646045,True,758.7782339161198,88033444.17972542,83835.82624144181,176580.0704541203,758.7782339161198,1324.8039170332236,1.0065090907196933e+47,2.0130181814393865e+47,1.0,True,20.326131928894036,94802400.0,3851226.929202173,4141253.55433142,20.326131928894036,43.16557302964729,4.7344096361481474e+27,9.468819272296295e+27,1.0,True,0.574249286652952,94802400.0,131284079.21790284,172230986.83316356,0.574249286652952,1.1366816299720481,7148007259.75479,14296014519.50958,1.0,False,1.859893782639804e-40,1.0,True,3.954030478704066e-21,1.0,True,0.0026189117217883437,1.0,True,294434373.15242195,42274398.874056704,2.356194490192345,0.7853981633974483,0,0.2110725887356807,0.003254082280087436,0.4517385942854562,0.8471349504022908,5.186073512245808,5.2946680085828985,4.549326749973063
69,0.118,0.168,0.037,0.2499662009661197,1.576917233047818,3.1415926535897927,0.015,0.002,0.006,0.006,0.0078,0.0027,0.0023,0.009981538976590189,0.016898836447622398,0.02200899555058889,1.279567343281802,1.0,False,193.8269143851464,1.0,True,58.86923576689873,1.0,True,45.09693399599079,1.0,True,51.28566508069293,2.0,True,795.1006638558919,3.0,2760.7197004577756,3.472163747253697,True,87.89155888876151,94802400.0,838070.8694800185,1225598.3336866223,87.89155888876151,167.1779563655878,2.3803573611193197e+35,4.760714722238639e+35,1.0,True,0.36146909479896105,94802400.0,218567156.94447377,222656180.13889706,0.36146909479896105,0.7819169363990621,19058213.465914305,38116426.93182861,1.0,False,18.08372242700573,94802400.0,4078294.8029229343,5930974.855169027,18.08372242700573,34.46804929679218,2.4320317915952742e+27,4.8640635831905484e+27,1.0,True,7.864365370415332e-29,1.0,True,0.9822536636752862,1.0,True,7.69726780081306e-21,1.0,True,7650187.483492142,254717073.1903919,2.356194490192345,0.7853981633974483,0,0.04888937097480148,0.0019427356896044394,0.34006396091934843,0.7462123674504594,4.878321270746921,4.927674478728215,4.041227439450992
70,0.118,0.168,0.037,0.2499662009661197,1.576917233047818,3.1415926535897927,0.016,0.003,0.013,0.014,0.0078,0.0037,0.0016,0.01602501205251578,0.08584534893155928,0.02212820956701466,1.3643454841769598,1.0,False,1332.088636120495,1.0,True,82.80458131203778,1.0,True,7.182898995685436,1.0,True,44.44986647233061,2.0,True,17196.26843427002,3.0,65520.22881688291,3.8101422449482856,True,560.5023601743239,91141296.62964165,121344.28479768394,218667.32736056703,560.5023601743239,1014.6712278739094,1.3661420882421472e+45,2.7322841764842944e+45,1.0,True,0.33841773089039345,94802400.0,233661016.46309215,236772231.00056204,0.33841773089039345,0.7333665336369637,8767122.774836894,17534245.54967379,1.0,False,3.663787514604583,94802400.0,20325380.101314165,28276885.75143008,3.663787514604583,7.098434485447352,1.8828068006832222e+19,3.7656136013664444e+19,1.0,True,1.3702820637118018e-38,1.0,True,2.135250124901812,1.0,False,9.942602710595157e-13,1.0,True,48030746.389059864,271593433.8076865,2.356194490192345,0.7853981633974483,0,0.12399857055108973,0.0019427356896044394,0.39244492031796374,0.7944538472239743,5.024179025467074,5.0957911353392795,4.2841188080259895
73,0.116,0.183,0.05,0.2501915493466673,1.5467203398267797,3.1415926535897927,0.008,0.009,0.013,0.017,0.0036,0.0028,0.0011,0.023450338229397353,0.11329366384932042,0.022187161553159272,0.5093374452194193,1.0,True,1292.3763330531576,1.0,True,66.21532441736748,1.0,True,1.9633349351905718,1.0,True,4.32598316625548,2.0,True,17314.801876258996,3.0,67052.14494348029,3.872533189964946,True,504.8782393457023,90173214.99819414,129833.43056811174,261232.0020995701,504.8782393457023,882.2053067860203,6.2232425636246956e+44,1.2446485127249391e+45,1.0,True,24.926418531799953,94802400.0,3111988.6886512646,3522047.602062378,24.926418531799953,52.00453914955707,5.643619058046573e+28,1.1287238116093147e+29,1.0,True,0.9305282734500588,94802400.0,79987626.04760744,111538418.760979,0.9305282734500588,1.8013215922920427,2271881232780.2104,4543762465560.421,1.0,False,3.00807815356897e-38,1.0,True,3.3170204805565945e-22,1.0,True,8.239867353053238e-06,1.0,True,175721418.60069966,43509365.10981865,2.356194490192345,0.7853981633974483,0,0.15893116363187706,0.002684638640655414,0.39544046068846195,0.8010737369474575,4.801050442225754,4.890199429111971,4.261223391651697
77,0.116,0.183,0.05,0.2501915493466673,1.5467203398267797,3.1415926535897927,0.011,0.001,0.009,0.013,0.003,0.0031,0.0013,0.003599915797698102,0.05991740952723541,0.022166200846974522,0.45864892020512754,1.0,True,674.3027230219169,1.0,True,12.801534058088242,1.0,True,4.551641674782469,1.0,True,2.8317760308347917,2.0,True,4722.190494731272,3.0,17013.92748478842,3.602973557244568,True,312.4045734229478,93383233.27844118,222714.79144883662,394138.9428017606,312.4045734229478,559.2897973117296,1.1718473571155116e+42,2.3436947142310233e+42,1.0,True,0.9994190679775151,94802400.0,78777008.41362876,81927042.13803875,0.9994190679775151,2.1468033868199234,2712695274216.087,5425390548432.174,1.0,False,1.2094036816206466,94802400.0,63734902.101595536,74653301.79829866,1.2094036816206466,2.4929870485895065,31873234752683.33,63746469505366.66,1.0,True,1.5974776822536902e-35,1.0,True,6.900885690306551e-06,1.0,True,5.873266439774836e-07,1.0,True,75796827.74929513,91300947.30063371,2.356194490192345,0.7853981633974483,0,0.08568352617190803,0.0019524644659312102,0.35008643617507185,0.7643543982623413,4.743138948789406,4.758689076066824,4.0818254216608505
86,0.12,0.161,0.028,0.24965154387814376,1.5237318985286776,3.1415926535897927,0.016,0.011,0.004,0.001,0.0032,0.0028,0.0018,0.059747204036872566,0.0017917038516117667,0.02209851523325293,6.648140777323402,1.0,False,8.336657455496633,1.0,True,351.856879777428,1.0,True,38.177589409232375,1.0,True,3.331893074379172,2.0,True,2.6789380021522797,3.0,9.277780971922793,3.463230938703677,False,0.0769638102827823,94802400.0,972714767.2019674,1319882106.2732255,0.0769638102827823,0.15048437167108134,0.5502249210576184,1.1004498421152369,1.0,False,153.91808479043735,91309493.22711007,486518.3631956158,564495.6980042644,153.91808479043735,328.2544094663529,1.3272073263863499e+38,2.6544146527726998e+38,1.0,True,1.655129961709443,94802400.0,47305729.062105566,50806390.71006426,1.655129961709443,3.516385139788424,1020508534437938.0,2041017068875876.0,1.0,True,34022450.244560406,1.0,False,1.4104804598215886e-31,1.0,True,1.8343795635487117e-08,1.0,True,41383492.345907785,1323412143.837883,0.0,0.0,0,0.08363742312173726,0.0021135437510521405,0.3602179591690307,0.7813141697300848,3.600145585989511,3.5409670953346963,3.5123172955847104
88,0.12,0.161,0.028,0.24965154387814376,1.5237318985286776,3.1415926535897927,0.014,0.002,0.017,0.001,0.0061,0.0029,0.0024,0.009491865954969095,0.00770316012430855,0.02198847152578299,0.5139082038538161,1.0,True,132.9451934637798,1.0,True,51.76156820311167,1.0,True,232.57921826350594,1.0,True,24.33483020918035,2.0,True,11.296452905291938,3.0,39.43056913067187,3.490526580445462,True,56.35483505054913,94802400.0,1273295.4339530978,2083497.7575322967,56.35483505054913,102.77666222485874,1.838446689768165e+33,3.67689337953633e+33,1.0,True,0.9018559121003652,94802400.0,87487683.69844787,89829343.68677843,0.9018559121003652,1.9456676275678682,801271477811.3252,1602542955622.6504,1.0,False,12.050736095241245,94802400.0,6463597.8952380475,7149750.665396267,12.050736095241245,25.34277282796061,1.1493113051837886e+25,2.2986226103675773e+25,1.0,True,1.018250901926379e-26,1.0,True,2.336286828920171e-05,1.0,True,1.628801519272139e-18,1.0,True,6665176.732015244,102301136.6001599,0.7853981633974483,0.7853981633974483,0,0.03918349760506064,0.001966087210281061,0.34360171085178143,0.7855270714823329,3.545891622067415,3.551747444800921,3.525166280510104
95,0.112,0.171,0.052,0.25030687563579695,1.7954294875507084,3.1415926535897927,0.013,0.011,0.005,0.017,0.0046,0.001,0.0037,0.04510536473545885,0.04041734279630022,0.021642183192355745,2.3898729757737662,1.0,False,184.40054606956943,1.0,True,231.6090501995437,1.0,True,0.4184322807684919,1.0,False,8.4697339632126,2.0,True,1261.2081255340745,3.0,4369.206689392229,3.464302680052932,True,62.07375896500198,94802400.0,1238355.917330528,1471880.4566822373,62.07375896500198,127.29517001101802,2.5407337526818917e+33,5.0814675053637834e+33,1.0,True,77.98572811391583,92358239.7426058,975700.4106925935,1090882.6718671543,77.98572811391583,166.94223566984297,4.062418778023125e+34,8.12483755604625e+34,1.0,True,0.20284788256114922,94802400.0,379980585.8246893,445166586.3692138,0.20284788256114922,0.4181072318077673,30713.69949442666,61427.39898885332,1.0,False,7.367950293981003e-27,1.0,True,4.608092130055981e-28,1.0,True,609.5000051490688,1.0,False,824506176.6419494,18773565.116332028,2.0943951023931953,0.7853981633974483,0,0.10716489072411481,0.002644399982174099,0.35497286835389497,0.6503897398001627,9.221331185045202,9.523024071241752,6.302876089259682
96,0.112,0.171,0.052,0.25030687563579695,1.7954294875507084,3.1415926535897927,0.014,0.008,0.006,0.004,0.0067,0.0012,0.0015,0.03529293406871707,0.011466964914240946,0.02214174668975898,0.6408503264611036,1.0,True,47.82707838664483,1.0,True,213.30937019888063,1.0,True,1.5604267622397707,1.0,True,26.826520689218185,2.0,True,237.9055100663058,3.0,789.5413499889958,3.318718216189888,True,19.263047218201024,94802400.0,4034759.058788775,4517592.927234554,19.263047218201024,40.3397802807714,2.755288281691839e+27,5.510576563383678e+27,1.0,True,86.74115533048797,93607821.44065294,882872.1800211634,1012824.9020521903,86.74115533048797,181.99110145945264,1.2991305051938105e+35,2.598261010387621e+35,1.0,True,0.74772947481717,94802400.0,103642547.39086659,117916693.21147138,0.74772947481717,1.5571456151504766,111703946359.41022,223407892718.82043,1.0,False,6.794207388166764e-21,1.0,True,1.4409637773233e-28,1.0,True,0.0001675858428471984,1.0,True,221093362.62908074,8291001.098590527,2.0943951023931953,2.0943951023931953,0,0.06890164567271699,0.0017928135472366773,0.33153343196835466,0.633799374201364,9.137844081614196,9.376901331205284,6.155633967146617
97,0.112,0.171,0.052,0.25030687563579695,1.7954294875507084,3.1415926535897927,0.014,0.019,0.008,0.017,0.0078,0.0011,0.0018,0.08353831844202997,0.06503472126845038,0.02209851523325293,2.0364726214901565,1.0,False,341.14930808986895,1.0,True,431.4436421033985,1.0,True,0.49104514808957556,1.0,False,40.49951981065045,2.0,True,4980.045460672193,3.0,17896.270599750573,3.5935958298129638,True,114.54775215136354,92613540.95696884,652706.1625857245,812575.7923269658,114.54775215136354,235.44956575989295,4.3551488295864584e+36,8.710297659172917e+36,1.0,True,134.43869570523086,89258716.81903642,550852.5472487633,611922.3582781957,134.43869570523086,296.70402961065724,3.1316594247156456e+37,6.263318849431291e+37,1.0,True,0.24024275355361238,94802400.0,319346538.6462638,383457254.67965853,0.24024275355361238,0.49089091902497417,231862.0886370654,463724.1772741308,1.0,False,4.298360568719658e-30,1.0,True,5.977661508227312e-31,1.0,True,80.73764930713828,1.0,False,702583054.414104,10168965.26125677,2.0943951023931953,2.0943951023931953,0,0.1706715549437333,0.00336152540106877,0.3871148848704982,0.6655624218851942,9.117045046114251,9.663890834210658,6.438457566546707
98,0.112,0.171,0.052,0.25030687563579695,1.7954294875507084,3.1415926535897927,0.014,0.019,0.017,0.017,0.0057,0.0022,0.0012,0.08419408099211892,0.13851753347997042,0.02217711788144575,0.7976636724805619,1.0,True,918.1768896809815,1.0,True,383.8021907743705,1.0,True,1.25366120396359,1.0,True,14.747873807976658,2.0,True,43239.678467073696,3.0,171727.29971987222,3.9715212001550784,True,290.63012875005415,88852519.63220207,243165.53381612842,340064.5993789263,290.63012875005415,591.5332222462838,4.219218448490458e+41,8.438436896980916e+41,1.0,True,125.2864353946367,89258716.81903642,592194.8926062094,650659.5092840955,125.2864353946367,277.58681907975404,1.349949746030861e+37,2.699899492061722e+37,1.0,True,0.5911278341527152,94802400.0,132137252.93844138,143868249.98709562,0.5911278341527152,1.2499750778268972,6629384760.0061865,13258769520.012373,1.0,False,4.436840668133122e-35,1.0,True,1.3867182874800174e-30,1.0,True,0.0028237914493867045,1.0,True,275193967.00579387,12210611.490077585,2.0943951023931953,0.7853981633974483,0,0.2448887323535351,0.00336152540106877,0.4379867962579151,0.7093141153476927,9.526559657511632,10.065054190469747,6.828217034971842
102,0.11,0.166,0.052,0.25027257984673207,1.9352639224362311,3.1415926535897927,0.014,0.008,0.019,0.013,0.0069,0.0017,0.0011,0.03470635161472506,0.11483050841253674,0.022187161553159272,0.8506723859540127,1.0,True,892.5276821660044,1.0,True,174.39841593569275,1.0,True,1.175540685828798,1.0,True,25.247843116542256,2.0,True,23760.60614605054,3.0,91075.87620125864,3.8330619867792035,True,329.7863224890498,89623272.30472314,222383.6364879744,266109.18961295165,329.7863224890498,706.2539746053928,1.1922995775238642e+42,2.3845991550477284e+42,1.0,True,54.36619980389862,93607821.44065294,1428712.8507745592,1512287.8306701367,54.36619980389862,117.30701124167268,4.8180613671622525e+32,9.636122734324505e+32,1.0,True,0.5610619902270385,94802400.0,138512225.60646135,155174284.19269624,0.5610619902270385,1.1747219858206424,3832951275.5497985,7665902551.099597,1.0,False,1.570075201978784e-35,1.0,True,3.885380150528412e-26,1.0,True,0.004883965032223062,1.0,True,293481973.1541344,6327119.800706566,2.0943951023931953,0.7853981633974483,0,0.17172402158042108,0.002107798251607441,0.4016066932182002,0.6871847498021771,10.764819448961461,11.002393865893612,7.1067430330107255
107,0.11,0.166,0.052,0.25027257984673207,1.9352639224362311,3.1415926535897927,0.016,0.013,0.015,0.015,0.0038,0.0012,0.0024,0.06460125748075209,0.10472309205542156,0.02198847152578299,1.401267657803586,1.0,False,698.0790024442368,1.0,True,370.40492276401585,1.0,True,0.713639535195901,1.0,False,4.287677462079887,2.0,True,29222.783294665747,3.0,110454.83632438295,3.779750724310545,True,227.04018158070744,90084296.36006153,324251.43658501515,388855.7021452156,227.04018158070744,483.79826994063217,1.4858585545712784e+40,2.971717109142557e+40,1.0,True,120.81139135314348,90474386.26314524,625760.5050693775,657327.6945404025,120.81139135314348,268.882528967941,7.11057805076724e+36,1.422115610153448e+37,1.0,True,0.332601639937719,94802400.0,235489271.76334852,252415107.11735612,0.332601639937719,0.7071057668952679,8007522.958081703,16015045.916163405,1.0,False,1.259877660791297e-33,1.0,True,2.632697351234347e-30,1.0,True,2.337801602068038,1.0,False,483437341.9422372,38030088.36657963,2.0943951023931953,0.7853981633974483,0,0.19131282106195663,0.0026239937417970186,0.4060104358783721,0.6810370727494685,10.495508036574718,10.935095053800303,7.046230165872038
108,0.11,0.166,0.052,0.25027257984673207,1.9352639224362311,3.1415926535897927,0.011,0.002,0.015,0.013,0.0052,0.0013,0.0032,0.006800911439856686,0.09086970042477155,0.021792838268058643,3.9771713244308313,1.0,False,772.6187302222016,1.0,True,19.09565277031377,1.0,True,1.0556540638178251,1.0,True,10.95359813090323,2.0,True,19395.465476175566,3.0,71902.00752730946,3.7071555521897803,True,292.78743606020583,90796106.48736455,254401.57688547156,296343.43051244185,292.78743606020583,626.4241987957549,2.4952742364405473e+41,4.9905484728810946e+41,1.0,True,0.11753265830549219,94802400.0,668672521.1979584,702738164.6735498,0.11753265830549219,0.2515657808082182,42.97721920972678,85.95443841945357,1.0,False,0.4932202106673375,94802400.0,159129278.9239181,168545525.52769485,0.4932202106673375,1.0528731392008672,763506108.8153875,1527012217.630775,1.0,False,7.502181414217485e-35,1.0,True,435579.6011055832,1.0,False,0.024518467873223548,1.0,True,326811606.0220433,791715609.6978234,2.0943951023931953,0.7853981633974483,0,0.11946345013268687,0.0017206516339652585,0.3744071409519049,0.6727092112530062,10.797437990899931,10.844613184947367,6.964290721840006
