design_id,r,l,e,ROM,QRR,omega,width_r,thickness_r,width_l,thickness_l,pin_diameter_A,pin_diameter_B,pin_diameter_C,mass_crank,mass_rod,mass_slider,sigma_max_rod,sigma_min_rod,sigma_m_rod,sigma_a_rod,tau_m_rod,tau_a_rod,R_rod,sigma_a_eq_rod,sigma_m_eq_rod,S_n_prime_rod,n_f_rod,n_y_rod,n_rod,b_B_rod,N_f_rod,t_f_rod,D_rod,failed_miner_rod,sigma_max_crank,sigma_min_crank,sigma_m_crank,sigma_a_crank,tau_m_crank,tau_a_crank,R_crank,sigma_a_eq_crank,sigma_m_eq_crank,S_n_prime_crank,n_f_crank,n_y_crank,n_crank,b_B_crank,N_f_crank,t_f_crank,D_crank,failed_miner_crank,sigma_max_pin,sigma_min_pin,sigma_m_pin,sigma_a_pin,tau_m_pin,tau_a_pin,R_pin,sigma_a_eq_pin,sigma_m_eq_pin,S_n_prime_pin,n_f_pin,n_y_pin,n_pin,b_B_pin,N_f_pin,t_f_pin,D_pin,failed_miner_pin
21,0.119,0.163,0.032,0.24997917678135495,1.5740496591138189,3.1415926535897927,0.008,0.005,0.005,0.004,0.0032,0.0013,0.0015,0.013352759778758291,0.009106229507346702,0.02214174668975898,1670546.1628365307,361364.3061120698,1015955.2344743003,654590.9283622304,645738.2168490697,472758.7233575423,0.216315067581542,1048328.056967897,1510992.578589974,94802400.0,70.49013668692275,134.80139815494366,70.49013668692275,-0.086,1.7628613774944838e+34,3.5257227549889676e+34,1.0619099288797356e-27,False,669063.4417106123,34358.66352691215,351711.0526187622,317352.3890918501,22818345.87932579,21608843.950413007,0.051353371571261526,37428961.02163089,39524099.31510352,94802400.0,2.0980163791612942,4.483252498215595,2.0980163791612942,-0.086,1.553975540740013e+16,3.107951081480026e+16,1.2046521653156405e-09,False,58170438.67191086,12440268.717503436,35305353.69470715,22865084.977203712,2294847.9901559646,1486230.5235182415,0.21385894625392518,23009536.164856926,35528396.83129736,94802400.0,3.1618729815592586,5.893614317107254,3.1618729815592586,-0.086,4.45061318769197e+18,8.90122637538394e+18,4.206161984997835e-12,False
22,0.119,0.163,0.032,0.24997917678135495,1.5740496591138189,3.1415926535897927,0.007,0.007,0.007,0.003,0.0022,0.0033,0.0033,0.016344370066874694,0.00956593019353004,0.021764453978433462,2355697.9078816003,510681.66941581026,1433189.7886487052,922508.1192328951,1013173.5610541215,738708.0197429599,0.21678572099894128,1577368.012021389,2265743.7994495737,94802400.0,46.88350612378679,89.77100249080449,46.88350612378679,-0.086,1.5240911866190513e+32,3.0481823732381025e+32,1.228272964528276e-25,False,459943.2951172871,28499.669025847918,244221.4820715675,215721.81304571958,18619003.8055938,17826793.861855205,0.061963440555384997,30877666.26673491,32249985.306515325,94802400.0,2.547928513880293,5.465116971754903,2.547928513880293,-0.086,1.4558294204085622e+17,2.9116588408171245e+17,1.285864932908585e-10,False,16517169.433761582,4058549.209832065,10287859.321796823,6229310.1119647585,808331.8038554647,489445.7945115167,0.24571699322380688,6286730.153929101,10382689.937605498,94802400.0,11.388186635183656,20.6965808111828,11.388186635183656,-0.086,1.586895308127388e+25,3.173790616254776e+25,1.179661941410016e-18,False
23,0.119,0.163,0.032,0.24997917678135495,1.5740496591138189,3.1415926535897927,0.008,0.001,0.005,0.007,0.0019,0.0012,0.0025,0.0026700057951840636,0.015922372206882796,0.02196707413821939,704641.6641694128,136443.47123414982,420542.5677017813,284099.0964676315,262020.48404435767,182488.7783086339,0.19363525912845472,424992.6578653539,618724.699220684,94802400.0,173.49258975950028,330.54925996747625,173.49258975950028,-0.086,6.392989619675458e+38,1.2785979239350915e+39,2.928207476262151e-32,False,14897742.384418137,770212.7086407233,7833977.54652943,7063764.837888707,490964522.92818457,460950764.9391076,0.05169996156238444,798421392.4160162,850411582.4272969,94802400.0,0.09820636022786408,0.20923890124940336,0.09820636022786408,-0.086,5.466031993331673,10.932063986663346,3424787.8575971755,True,14834029.782802952,3267548.979876083,9050789.381339518,5783240.401463435,2715236.8144018548,1734972.1204390302,0.22027385866948596,6517380.940011184,10199721.628565045,94802400.0,11.127872190839689,20.637547600414297,11.127872190839689,-0.086,1.043737900180701e+25,2.087475800361402e+25,1.7935537261566365e-18,False
24,0.119,0.163,0.032,0.24997917678135495,1.5740496591138189,3.1415926535897927,0.006,0.007,0.006,0.005,0.0031,0.0014,0.0013,0.013980315875635106,0.013666942824180033,0.022166200846974522,1189817.3044587784,262857.1288781341,726337.2166684562,463480.08779032214,457138.46616678854,322141.7442459639,0.2209222608320544,725354.8799971093,1074473.1192848205,94802400.0,101.25750572110839,191.68498330820682,101.25750572110839,-0.086,1.2766245332094183e+36,2.5532490664188366e+36,1.4663669319387238e-29,False,607834.4466735747,44515.332030152764,326174.88935186376,281659.557321711,22548559.176637452,21703572.03360745,0.07323594816609469,37592744.63457268,39056612.153198935,94802400.0,2.094677533915179,4.50101624407943,2.094677533915179,-0.086,1.4770480109537878e+16,2.9540960219075756e+16,1.2673927902933746e-09,False,65346502.51056247,14255057.048911018,39800779.77973674,25545722.730825726,1990038.9889868372,1277286.1365412865,0.2181456772932394,25641340.243131362,39949753.899219014,94802400.0,2.8313923065895996,5.259860420246335,2.8313923065895996,-0.086,1.2633571989669668e+18,2.5267143979339336e+18,1.4817662032010534e-11,False
25,0.119,0.163,0.032,0.24997917678135495,1.5740496591138189,3.1415926535897927,0.006,0.005,0.007,0.003,0.0022,0.0037,0.0029,0.00996833735124821,0.009563834122911563,0.02187275096038801,1884946.8223106053,408622.1636149366,1146784.4929627709,738162.3293478343,1000560.1337973225,729539.9552388879,0.21678179924144458,1463410.148706813,2078094.4197349232,94802400.0,50.661389409222465,97.41622334029634,50.661389409222465,-0.086,3.64499227895329e+32,7.28998455790658e+32,5.1358133481083e-26,False,1053905.4642184577,48054.883362005945,550980.1737902318,502925.2904282259,47245053.295712404,44326182.24896186,0.04559695816516322,76776846.97975227,81832687.6125673,94802400.0,1.0211503691705872,2.1751529684944053,1.0211503691705872,-0.086,3658268374778.2925,7316536749556.585,5.117175144684271e-06,False,11876826.648421654,2770454.694788743,7323640.671605199,4553185.976816456,805600.473876572,500850.4574498103,0.2332655663671673,4635089.651955081,7455379.873441749,94802400.0,15.545407010839842,28.534871972945687,15.545407010839842,-0.086,5.491559925230846e+26,1.0983119850461692e+27,3.408867472062244e-20,False
26,0.112,0.204,0.072,0.2504168695650096,1.5411101521861799,3.1415926535897927,0.006,0.008,0.004,0.007,0.0029,0.0017,0.0025,0.015054812016760262,0.01590312962690621,0.02196707413821939,1016138.0568327783,291876.50579415535,654007.2813134668,362130.7755193114,1240301.471786542,754156.6089749809,0.2872409943033836,1355505.540807615,2245610.9963122774,94802400.0,52.77736167897052,95.80361991726176,52.77736167897052,-0.086,8.881702254993158e+32,1.7763404509986317e+33,2.1077040709708434e-26,False,494107.88117757114,23077.279753525403,258592.58046554826,235515.30071202287,15273697.033729661,13677723.447530247,0.0467049416385082,23691682.582252905,26456083.106861427,94802400.0,3.2821273764613794,6.879668421097568,3.2821273764613794,-0.086,3.1687245336510787e+18,6.337449067302157e+18,5.907739786528676e-12,False,36345990.970343515,10721725.668945147,23533858.319644332,12812132.650699183,1250236.223231105,680644.547068394,0.2949905995875455,12866257.189154657,23633276.523807067,94802400.0,5.415746383206746,9.452175545943577,5.415746383206746,-0.086,3.836635114479315e+21,7.67327022895863e+21,4.879275573888023e-15,False
27,0.112,0.204,0.072,0.2504168695650096,1.5411101521861799,3.1415926535897927,0.007,0.005,0.005,0.006,0.0036,0.0012,0.002,0.010973914703614366,0.017075773598971843,0.02206532744846041,761531.7579589748,234243.63234014888,497887.69514956186,263644.06280941295,807390.2135693486,487446.26636502135,0.3075953561909995,884488.4282082224,1484428.8557839403,94802400.0,80.62460083626833,145.63615299331886,80.62460083626833,-0.086,1.271793096106682e+35,2.543586192213364e+35,1.4719375389996383e-28,False,795446.8599723359,20415.435171211684,407931.1475717738,387515.7124005621,29164872.840488702,26350385.608511455,0.025665366473282318,45641851.77640255,50516688.64075302,94802400.0,1.7063933183375353,3.5878248411770697,1.7063933183375353,-0.086,1547519821949651.2,3095039643899302.5,1.2096775585346304e-08,False,64635596.81098969,19139445.906191457,41887521.35859057,22748075.45239912,2513251.2815154344,1364884.5271439468,0.29611308397383385,22870585.17190486,42113106.52966008,94802400.0,3.0447379694906047,5.309024325432279,3.0447379694906047,-0.086,4.775381534583841e+18,9.550763069167682e+18,3.920105621807952e-12,False
28,0.112,0.204,0.072,0.2504168695650096,1.5411101521861799,3.1415926535897927,0.005,0.003,0.008,0.008,0.0013,0.0032,0.0026,0.004686080867254975,0.03651470466238269,0.02194480338789809,268549.5298156424,88954.54875528318,178752.0392854628,89797.49053017961,304660.1003535809,183381.54964149356,0.3312407540476795,330075.69973002316,557140.5763279798,94802400.0,215.73934169651906,388.8567075582427,215.73934169651906,-0.086,1.2080214195889216e+40,2.416042839177843e+40,1.5496413967866764e-33,False,3106022.4968814803,29858.98244806427,1567940.7396647723,1538081.757216708,167221246.05866295,154850790.85691762,0.009613253760410103,268213847.4846711,289639938.2654243,94802400.0,0.2916423770914179,0.6184416218240947,0.2916423770914179,-0.086,1763617.3478945543,3527234.6957891085,10.614547437032389,True,30661089.603484098,9947007.779570112,20304048.691527106,10357040.911956992,2199605.2749154363,1122012.7654620074,0.3244179482271174,10537790.773664566,20658392.564868424,94802400.0,6.496614931200282,11.059045148444872,6.496614931200282,-0.086,3.9094973884676625e+22,7.818994776935325e+22,4.788339302955092e-16,False
29,0.112,0.204,0.072,0.2504168695650096,1.5411101521861799,3.1415926535897927,0.007,0.002,0.008,0.004,0.0039,0.0035,0.0018,0.00438313129336807,0.018248300108832587,0.02209851523325293,584283.8334885746,180555.06014253985,382419.4468155572,201864.38667301738,484040.9879736763,290139.89996064734,0.3090194350654929,541565.060961651,921483.4059375756,94802400.0,131.2267050180912,235.80900278115206,131.2267050180912,-0.086,3.816307917964963e+37,7.632615835929926e+37,4.905264565229945e-31,False,2712631.01294506,40703.418642010816,1376667.2157935356,1335963.7971515246,812393713.2221744,747322843.7572677,0.015005143879786203,1294401824.4747713,1407107860.4930613,94802400.0,0.06036114502814599,0.1277063717075321,0.06036114502814599,-0.086,0.01984758241805883,0.03969516483611766,943187921.1126051,True,7796117.293342298,2070496.2584645988,4933306.775903448,2862810.5174388494,554997.0122891379,322066.1832118706,0.2655804396674168,2916652.8655060204,5026090.010746374,94802400.0,24.288596115291256,43.43587667070252,24.288596115291256,-0.086,1.1992818331251255e+29,2.398563666250251e+29,1.560934176015895e-22,False
30,0.112,0.204,0.072,0.2504168695650096,1.5411101521861799,3.1415926535897927,0.006,0.007,0.005,0.008,0.0028,0.0025,0.0012,0.013171184578020625,0.02275619680786605,0.02217711788144575,584817.6255509082,183935.16200599077,384376.39377844945,200441.2317724587,700032.3245148133,413991.3386166237,0.3145171314437056,744542.2571910963,1271959.5033612368,94802400.0,95.35543708525901,171.08837033968283,95.35543708525901,-0.086,9.42359270888659e+35,1.884718541777318e+36,1.9865035107413713e-29,False,646604.6683791123,23349.535667637552,334977.10202337493,311627.56635573733,19820242.456554234,18004022.278694987,0.03611099147516119,31185438.370742027,34331301.2099551,94802400.0,2.4998044463022637,5.265829804840374,2.4998044463022637,-0.086,1.2972528317148254e+17,2.594505663429651e+17,1.4430494613185172e-10,False,52964877.539904065,13893887.85781041,33429382.698857237,19535494.84104683,1253601.8512071464,732581.056539256,0.26232266556913436,19576659.155682508,33499823.5880535,94802400.0,3.6250609811185988,6.500053925308687,3.6250609811185988,-0.086,2.913008582772509e+19,5.826017165545018e+19,6.426345638220845e-13,False
31,0.092,0.279,0.169,0.2502226302837912,1.527305416544305,3.1415926535897927,0.009,0.001,0.005,0.002,0.0018,0.0038,0.003,0.00233329336610975,0.007748361884797801,0.02184698675903592,4647189.056502779,1087093.6404219952,2867141.348462387,1780047.708040392,187301769.70623592,125995454.11492766,0.23392498717064947,218237787.6141605,324428850.91307086,94802400.0,0.33627875053544043,0.6357494187155338,0.33627875053544043,-0.086,19395363.225472733,38790726.45094547,0.9651791401057264,False,4503157.452285028,109923.77907269438,2306540.6156788613,2196616.836606167,16517867882.739368,15853532733.91251,0.024410378770326136,27459124262.45294,28609786498.59219,94802400.0,0.0028663200841070207,0.006153142540441411,0.0028663200841070207,-0.086,7.44598166931144e-18,1.489196333862288e-17,2.5141077202962163e+24,True,4450251.497132198,997846.3903875168,2724048.943759857,1726202.5533723405,1225822.0246919359,776791.1490175533,0.22422247170312565,2188604.286490644,3453746.017972182,94802400.0,33.0725326830994,61.14473249332316,33.0725326830994,-0.086,3.381619334934984e+30,6.763238669869968e+30,5.535809369968579e-24,False
32,0.092,0.279,0.169,0.2502226302837912,1.527305416544305,3.1415926535897927,0.006,0.004,0.006,0.008,0.0037,0.0028,0.0023,0.006167044998267631,0.03734068693982852,0.02200899555058889,412578.5373729049,118553.08159769229,265565.8094852986,147012.7278876063,860218.7206263526,535153.5298379452,0.2873467009519676,938499.1441951309,1513424.5739764166,94802400.0,76.72881377799118,140.7058455543119,76.72881377799118,-0.086,6.384017563168865e+34,1.276803512633773e+35,2.9323227598872497e-28,False,1692796.4411637962,85348.21287413547,889072.3270189659,803724.1141448304,54810694.09457687,46669961.866613604,0.05041847371527946,80838740.67763032,94939069.99223514,94802400.0,0.9530444837156068,1.962705068889251,0.9530444837156068,-0.086,2008793313433.2646,4017586626866.5293,9.31902743543352e-06,False,8951636.09893313,1768203.2259297532,5359919.662431442,3591716.436501689,522982.43431898707,319032.90916156385,0.19752849718058693,3633974.814389976,5435924.08588805,94802400.0,20.166739228124396,38.03791021192358,20.166739228124396,-0.086,9.30013062195511e+27,1.860026124391022e+28,2.0128749542299017e-21,False
33,0.092,0.279,0.169,0.2502226302837912,1.527305416544305,3.1415926535897927,0.005,0.005,0.005,0.006,0.003,0.0039,0.0032,0.006369473595451654,0.023231263767248805,0.021792838268058643,1704204.1611993443,429976.7822573979,1067090.471728371,637113.6894709732,2412386.4173893826,1558143.116219012,0.25230356318036395,2772966.600082554,4312482.667242596,94802400.0,26.19275413245496,48.69133727214478,26.19275413245496,-0.086,2.1579369494979527e+29,4.3158738989959055e+29,8.674952252129163e-23,False,2109577.4368830477,80261.0621296327,1094919.2495063401,1014658.1873767074,58831028.19527061,52403157.619338065,0.03804603743213161,90770602.71182944,101904212.29616132,94802400.0,0.8558321804260381,1.7905817113964368,0.8558321804260381,-0.086,522099083792.2513,1044198167584.5026,3.585526307387447e-05,False,4825545.49526071,1167136.5368513947,2996341.0160560524,1829204.4792046575,449451.1524084079,274380.67188069865,0.24186623833464402,1889932.0850357278,3095816.2897212673,94802400.0,37.95780150273678,69.19723461110594,37.95780150273678,-0.086,1.8623749873010444e+31,3.7247499746020888e+31,1.0051681389433307e-24,False
34,0.092,0.279,0.169,0.2502226302837912,1.527305416544305,3.1415926535897927,0.006,0.003,0.005,0.003,0.0034,0.0039,0.0026,0.004610976592323191,0.011625916651600322,0.02194480338789809,3408786.6261489647,813077.5979630235,2110932.112055994,1297854.5140929706,12316602.718768284,8201688.511032369,0.23852405185055187,14264904.82392899,21437167.303018842,94802400.0,5.132067617806119,9.66330466123267,5.132067617806119,-0.086,1.155650897831743e+21,2.311301795663486e+21,1.6198663484900903e-14,False,1757045.7917738764,50681.07895201383,903863.4353629451,853182.3564109313,128250125.17508584,120166654.72237322,0.02884448384287542,208136500.0225368,222137571.76890483,94802400.0,0.376592618303286,0.8018145238535895,0.376592618303286,-0.086,33652710.21018543,67305420.42037086,0.5562702047793509,False,2246344.4405178786,469568.86732469045,1357956.6539212845,888387.7865965941,345342.90290695574,215952.68706071033,0.20903689516841625,963918.8495512571,1483856.9458319426,94802400.0,75.52966764934145,140.94428119222013,75.52966764934145,-0.086,4.678791581497654e+34,9.357583162995309e+34,4.0010331030833896e-28,False
35,0.092,0.279,0.169,0.2502226302837912,1.527305416544305,3.1415926535897927,0.004,0.007,0.006,0.001,0.0019,0.0028,0.0037,0.007169203937426271,0.004660921249566908,0.021642183192355745,17468930.79811677,4022397.776251039,10745664.287183905,6723266.510932866,1387804808.9976287,941094378.9441475,0.23026010136147954,1630037144.5318015,2403772458.643248,94802400.0,0.04510436352590839,0.08552709075025436,0.04510436352590839,-0.086,0.0013596404359975526,0.002719280871995105,13768346030.59253,True,1367656.7207246495,29663.17271026166,698659.9467174556,668996.7740071939,25818062.394172307,24630618.059091937,0.021689048326794098,42666727.02003553,44723653.28424401,94802400.0,1.8427910473351383,3.9478029366477676,1.8427910473351383,-0.086,3388681257118914.5,6777362514237829.0,5.524272889541669e-09,False,26317442.19960487,6036359.550261933,16176900.874933401,10140541.324671468,1097718.273656195,688108.1613169924,0.22936725782388395,10210340.683952859,16288249.69548224,94802400.0,7.0709169622363675,13.019560476988465,7.0709169622363675,-0.086,5.643283092136151e+22,1.1286566184272303e+23,3.3172179552867196e-16,False
36,0.102,0.185,0.079,0.2504571856529728,1.907026705379786,3.1415926535897927,0.006,0.005,0.007,0.008,0.0028,0.0027,0.0012,0.008570975268450371,0.028951886862505934,0.02217711788144575,723503.4617065678,24541.092798456782,374022.2772525123,349481.1844540555,588403.6126248451,555942.2643712627,0.033919800107894915,1024379.0813122604,1085610.0118970263,94802400.0,76.61043132536375,163.50795419290822,76.61043132536375,-0.086,2.3063315714737046e+34,4.612663142947409e+34,8.116786082080234e-28,False,2208721.406141743,19551.1020688871,1114136.254105315,1094585.152036428,33141233.328847744,32136377.979463734,0.00885177370696086,55672600.85151352,57413111.213938735,94802400.0,1.4161967417362182,3.0507832837478124,1.4161967417362182,-0.086,153603355840202.7,307206711680405.4,1.2187233734316894e-07,False,104804759.03582573,2605783.0777195822,53705271.05677266,51099487.97905307,2013947.6646289744,1916230.79921449,0.024863213290045726,51207162.51804003,53818436.384467885,94802400.0,1.5347507432335912,3.2849134268708435,1.5347507432335912,-0.086,406087199063100.56,812174398126201.1,4.6098473537677704e-08,False
37,0.102,0.185,0.079,0.2504571856529728,1.907026705379786,3.1415926535897927,0.008,0.008,0.007,0.004,0.0013,0.004,0.0021,0.018310332256326462,0.014459558661153846,0.0220474235119276,2654096.5541166826,26278.94127499421,1340187.7476958383,1313908.8064208443,2327549.133770442,2276525.4972142694,0.00990127553356482,4156207.5706093265,4248359.460947325,94802400.0,18.998217385897746,41.04911040683328,18.998217385897746,-0.086,1.9516591775908327e+27,3.9033183551816653e+27,9.591838685230043e-21,False,632701.8756514523,6578.35359064523,319640.1146210488,313061.76103040355,10916857.136042718,10615331.84069328,0.01039724053903258,18388959.131237667,18911252.708088256,94802400.0,4.289540854173612,9.249277228936906,4.289540854173612,-0.086,6.031216602757711e+19,1.2062433205515421e+20,3.1038513840541686e-13,False,157701384.60377306,2850681.1292113857,80276032.86649223,77425351.73728083,3261213.835201247,3145404.9143270343,0.01807644959093899,77616788.18314292,80474517.70479189,94802400.0,1.0148825703433513,2.1822831942735545,1.0148825703433513,-0.086,3223510678759.726,6447021357519.452,5.807333018422847e-06,False
38,0.102,0.185,0.079,0.2504571856529728,1.907026705379786,3.1415926535897927,0.008,0.002,0.007,0.008,0.0034,0.0014,0.0011,0.004584672677579617,0.028940028801161952,0.022187161553159272,556548.4453258076,24531.362878468757,290539.9041021381,266008.5412236694,415975.8142674891,393044.6578299245,0.04407767748611339,730898.6613408673,776866.1854155974,94802400.0,107.31772856241845,228.81552169237213,107.31772856241845,-0.086,1.168460427942806e+36,2.336920855885612e+36,1.6021081717725326e-29,False,7964241.350714089,16027.87109288548,3990134.6109034875,3974106.739810602,175680777.38596043,170329728.74686244,0.0020124793294277036,295046509.9087237,304314192.57573134,94802400.0,0.2672170443882522,0.5756133136021674,0.2672170443882522,-0.086,581970.5929874624,1163941.1859749248,32.16657375058003,True,136065447.67494458,3381772.4217165797,69723610.04833058,66341837.626614,2883221.5246295426,2766973.097633035,0.02485401312018251,66514718.972909234,69902222.40567122,94802400.0,1.1815590872120592,2.52901140073626,1.1815590872120592,-0.086,19401694389051.953,38803388778103.91,9.64864182716092e-07,False
39,0.102,0.185,0.079,0.2504571856529728,1.907026705379786,3.1415926535897927,0.008,0.006,0.007,0.006,0.0038,0.0023,0.0033,0.013759400291859285,0.021715562858706707,0.021764453978433462,1182667.7429396384,25129.535193413343,603898.6390665259,578769.1038731126,933730.2580006302,897545.1502116658,0.021248178402964963,1658835.605358027,1726340.1027561668,94802400.0,47.456281594972246,101.91494614977958,47.456281594972246,-0.086,8.486036885500694e+31,1.697207377100139e+32,2.2059767418622855e-25,False,1057501.7470445693,13509.989540182292,535505.8682923758,521995.87875219353,16214280.51955931,15744534.776050529,0.012775382714911866,27275329.61561102,28089062.726190373,94802400.0,2.8913218077665723,6.23144200463873,2.8913218077665723,-0.086,6.15967383453721e+17,1.231934766907442e+18,3.0391219572434514e-11,False,21741609.18815593,111973.88758174829,10926791.537868839,10814817.650287092,1048319.3471481667,1035251.5333834433,0.005150211587960461,10962459.487773696,11076628.262826985,94802400.0,7.216683369613325,15.654005460847486,7.216683369613325,-0.086,2.4694731011940615e+22,4.938946202388123e+22,7.580564449537166e-16,False
40,0.102,0.185,0.079,0.2504571856529728,1.907026705379786,3.1415926535897927,0.004,0.004,0.008,0.006,0.0017,0.0014,0.0038,0.00456354590625165,0.024818496761606308,0.021609432088942074,863263.299726854,22236.61142029425,442749.9555735741,420513.34415327985,639357.515492674,610027.341386551,0.025758782317434507,1137203.387406319,1192628.0312869123,94802400.0,69.13371808278346,148.07938344032868,69.13371808278346,-0.086,6.843480798084497e+33,1.3686961596168993e+34,2.7354500658845664e-27,False,3970184.512291437,19098.22622690048,1994641.3692591689,1975543.1430322682,82209791.16927664,79761618.49222355,0.004810412757334979,138165300.00042352,142405505.1129702,94802400.0,0.5706986017858993,1.229636133597603,0.5706986017858993,-0.086,3946367462.4220953,7892734924.844191,0.004743602864724245,False,64358729.26794825,388708.63673428906,32373718.95234127,31985010.315606978,2834174.9697518456,2797213.8411936252,0.006039718949638626,32349870.180722214,32743782.95314523,94802400.0,2.444825013237172,5.300055894704435,2.444825013237172,-0.086,8.47033013537878e+16,1.694066027075756e+17,2.2100673410367456e-10,False
